id,donor_id,committee_id,amount,date,raw,is_fake
1232,603,46,12937.03,2024-12-12,{},True
1233,729,479,33020.93,2025-02-09,{},True
1234,127,316,17664.07,2024-07-19,{},True
1235,403,210,33877.31,2025-05-03,{},True
1236,116,112,25497.16,2025-07-25,{},True
1237,1324,165,8065.16,2025-09-18,{},True
1238,1548,268,9342.88,2025-06-17,{},True
1239,238,482,10545.67,2024-01-26,{},True
1240,1266,318,49586.17,2023-11-10,{},True
1241,996,263,10848.51,2024-05-20,{},True
1242,1686,441,15468.46,2024-07-19,{},True
1243,1912,184,26812.29,2024-09-21,{},True
1244,1400,344,18269.98,2024-10-26,{},True
1245,1186,56,43578.93,2023-11-04,{},True
1246,949,452,38772.33,2024-03-04,{},True
1247,839,127,25636.71,2024-08-07,{},True
1248,1049,477,19620.84,2025-02-19,{},True
1249,1641,337,28800.03,2024-03-27,{},True
1250,291,172,35645.65,2023-12-16,{},True
1251,1429,139,11367.78,2025-09-26,{},True
1252,1418,209,9847.6,2024-04-12,{},True
1253,830,91,25154.37,2025-09-25,{},True
1254,199,40,23099.87,2025-10-02,{},True
1255,238,495,40391.39,2024-09-15,{},True
1256,760,441,10648.47,2024-05-15,{},True
1257,1305,176,29868.6,2025-08-17,{},True
1258,682,178,48862.65,2024-05-02,{},True
1259,1241,138,46266.03,2023-12-17,{},True
1260,1653,25,21278.31,2025-09-26,{},True
1261,1164,267,30786.01,2024-03-24,{},True
1262,1030,399,32883.31,2025-05-21,{},True
1263,1243,135,26929.04,2024-08-01,{},True
1264,483,401,40115.78,2025-10-09,{},True
1265,1243,294,36564.19,2024-03-23,{},True
1266,1442,78,26049.44,2025-07-05,{},True
1267,667,356,31412.22,2025-02-09,{},True
1268,249,229,29040.35,2025-04-29,{},True
1269,1436,427,38448.12,2024-03-19,{},True
1270,613,468,11005.98,2025-05-01,{},True
1271,640,460,28320.33,2024-01-01,{},True
1272,244,135,7986.48,2024-07-08,{},True
1273,146,183,12659.04,2024-11-14,{},True
1274,1480,448,48940.76,2025-08-30,{},True
1275,68,297,20098.92,2025-01-02,{},True
1276,1726,200,7394.26,2025-04-15,{},True
1277,1864,74,27534.78,2024-08-25,{},True
1278,1950,185,24756.45,2025-04-22,{},True
1279,68,159,1178.38,2024-10-13,{},True
1280,1594,190,7986.27,2024-06-29,{},True
1281,1372,355,24270.04,2024-05-23,{},True
1282,1415,239,49591.19,2024-11-13,{},True
1283,1619,11,10092.95,2025-02-28,{},True
1284,516,472,23121.08,2024-02-29,{},True
1285,779,479,40684.63,2025-03-11,{},True
1286,1668,119,2547.11,2025-08-06,{},True
1287,928,405,48231.09,2024-06-02,{},True
1288,1806,227,28538.41,2023-12-12,{},True
1289,1245,251,16057.55,2024-02-12,{},True
1290,1367,331,73.11,2025-05-04,{},True
1291,58,203,35214.45,2024-03-08,{},True
1292,725,393,40858.69,2025-05-04,{},True
1293,1864,51,31091.87,2023-11-15,{},True
1294,580,12,24408.9,2025-08-23,{},True
1295,1693,410,48315.63,2025-09-17,{},True
1296,575,487,40247.06,2025-02-23,{},True
1297,211,186,36333.18,2025-10-01,{},True
1298,557,61,35621.52,2025-07-27,{},True
1299,129,256,2541.1,2024-07-18,{},True
1300,314,289,7619.69,2024-10-25,{},True
1301,108,301,7219.7,2025-05-22,{},True
1302,651,46,37865.3,2023-12-16,{},True
1303,432,317,1467.58,2025-05-02,{},True
1304,368,300,34428.38,2025-08-01,{},True
1305,92,33,39163.22,2025-06-02,{},True
1306,192,156,22088.2,2024-06-04,{},True
1307,1850,346,41456.98,2024-12-21,{},True
1308,913,91,30864.18,2025-09-17,{},True
1309,113,363,17404.39,2023-12-02,{},True
1310,759,165,6371.08,2025-05-26,{},True
1311,987,259,9430.07,2025-02-03,{},True
1312,1266,15,12660.1,2023-10-27,{},True
1313,1967,469,24752.05,2025-05-16,{},True
1314,984,360,38510.91,2025-02-09,{},True
1315,642,193,46416.76,2024-10-01,{},True
1316,580,146,6863.31,2025-08-25,{},True
1317,783,119,9819.23,2024-04-11,{},True
1318,1687,484,12319.29,2024-01-20,{},True
1319,1841,436,31745.72,2025-08-23,{},True
1320,1115,457,15411.56,2025-02-14,{},True
1321,1496,444,20748.18,2025-08-14,{},True
1322,136,293,45949.84,2024-06-06,{},True
1323,425,366,14583.25,2024-12-07,{},True
1324,410,406,2700.74,2025-05-06,{},True
1325,283,151,4505.32,2025-01-02,{},True
1326,85,61,21140.84,2025-09-14,{},True
1327,101,208,33108.18,2024-08-26,{},True
1328,1618,131,33090.98,2024-11-05,{},True
1329,1515,135,40236.95,2025-03-24,{},True
1330,85,104,18338.71,2024-04-01,{},True
1331,1525,290,12192.16,2024-12-23,{},True
1332,596,475,46636.13,2024-09-29,{},True
1333,1977,249,34158.36,2025-04-26,{},True
1334,1515,453,31281.64,2025-03-07,{},True
1335,399,105,14271.04,2025-02-12,{},True
1336,1408,334,11724.44,2023-10-28,{},True
1337,1538,363,31542.59,2025-09-11,{},True
1338,1961,389,35191.93,2023-12-24,{},True
1339,1878,470,22721.52,2024-02-06,{},True
1340,1121,369,40899.61,2025-02-23,{},True
1341,1704,500,5038.63,2025-05-29,{},True
1342,1743,273,8022.15,2025-01-10,{},True
1343,1641,197,33543.39,2024-04-13,{},True
1344,1812,223,33274.31,2025-08-27,{},True
1345,1166,85,48081.06,2025-06-22,{},True
1346,138,271,46434.31,2025-08-23,{},True
1347,945,326,33306.92,2024-06-09,{},True
1348,233,346,4293.56,2024-04-30,{},True
1349,1650,422,1412.29,2025-07-24,{},True
1350,1644,486,46455.44,2025-09-03,{},True
1351,316,474,43512.01,2025-02-11,{},True
1352,1881,278,27877.59,2023-11-07,{},True
1353,1818,205,49861.4,2024-08-27,{},True
1354,1393,246,45496.23,2024-02-12,{},True
1355,1578,346,7064.71,2024-09-08,{},True
1356,1721,344,39664.13,2024-12-22,{},True
1357,922,312,44143.47,2024-06-08,{},True
1358,492,401,17917.5,2024-12-09,{},True
1359,635,139,32984.83,2025-09-19,{},True
1360,1851,36,30305.92,2025-02-13,{},True
1361,1396,97,17466.55,2023-11-03,{},True
1362,1864,400,22595.29,2025-03-19,{},True
1363,379,268,19565.07,2024-07-05,{},True
1364,1213,290,35085.3,2023-12-14,{},True
1365,333,157,40372.24,2024-04-25,{},True
1366,1359,81,11615.51,2025-08-04,{},True
1367,1439,135,48393.73,2023-11-05,{},True
1368,295,30,11312.64,2025-02-09,{},True
1369,973,325,17282.95,2023-10-21,{},True
1370,155,134,16072.8,2024-12-07,{},True
1371,1244,23,30095.24,2024-04-11,{},True
1372,49,336,9602.79,2025-01-20,{},True
1373,1383,187,38366.89,2025-01-26,{},True
1374,284,267,44754.34,2025-04-20,{},True
1375,1261,124,30762.61,2025-02-28,{},True
1376,483,296,47540.89,2025-06-25,{},True
1377,1602,482,43885.29,2024-11-22,{},True
1378,184,13,19178.14,2025-07-08,{},True
1379,1471,247,11362.69,2024-09-28,{},True
1380,437,471,26008.98,2023-12-20,{},True
1381,911,197,48511.13,2024-03-10,{},True
1382,656,420,10859.19,2023-11-11,{},True
1383,1559,152,27035.01,2025-02-08,{},True
1384,108,440,8941.35,2025-06-30,{},True
1385,615,296,19490.72,2025-02-15,{},True
1386,1068,316,28762.74,2025-03-05,{},True
1387,351,121,48144.15,2024-09-13,{},True
1388,742,281,17287.22,2025-05-25,{},True
1389,679,379,9161.82,2025-09-12,{},True
1390,151,1,34020.81,2024-11-08,{},True
1391,230,325,34983.58,2024-08-06,{},True
1392,1851,355,46238.4,2025-01-07,{},True
1393,1393,187,33943.73,2024-12-01,{},True
1394,621,397,15443.31,2024-05-26,{},True
1395,1740,159,24589.8,2024-10-10,{},True
1396,290,3,22356.84,2024-06-12,{},True
1397,117,188,5287.16,2025-05-14,{},True
1398,1491,422,34583.56,2025-08-26,{},True
1399,1753,497,23338.57,2025-07-17,{},True
1400,1994,97,33942.2,2025-04-07,{},True
1401,349,53,36142.6,2024-08-22,{},True
1402,926,234,16443.85,2024-12-17,{},True
1403,1254,28,6740.69,2024-04-03,{},True
1404,1593,129,37423.26,2025-04-01,{},True
1405,1285,306,46913.39,2024-07-29,{},True
1406,1085,124,28729.83,2025-07-28,{},True
1407,54,493,49246.48,2025-02-15,{},True
1408,361,4,34572.27,2024-02-07,{},True
1409,217,371,2659.25,2024-09-30,{},True
1410,1311,250,6605.47,2025-04-04,{},True
1411,1561,35,2786.77,2025-07-19,{},True
1412,308,466,37631.59,2024-10-04,{},True
1413,1224,233,8657.52,2025-03-04,{},True
1414,700,419,41638.86,2024-10-22,{},True
1415,670,183,44236.88,2025-02-25,{},True
1416,235,80,21594.35,2024-04-22,{},True
1417,949,29,32197.49,2024-01-21,{},True
1418,1012,391,30382.1,2024-10-02,{},True
1419,1578,475,46597.85,2024-10-10,{},True
1420,1526,109,10432.02,2025-05-05,{},True
1421,48,408,9075.11,2024-11-15,{},True
1422,715,53,23374.64,2024-07-17,{},True
1423,880,224,41792.45,2025-02-24,{},True
1424,1276,313,8755.45,2025-10-16,{},True
1425,1856,85,24480.63,2025-02-02,{},True
1426,856,83,4977.77,2024-10-15,{},True
1427,426,110,15179.6,2024-09-03,{},True
1428,1182,456,35865.9,2025-09-25,{},True
1429,1151,91,31967.37,2024-10-05,{},True
1430,1940,189,48099.7,2024-09-23,{},True
1431,1919,180,19918.18,2025-09-24,{},True
1432,131,297,47721.6,2025-02-10,{},True
1433,1225,479,36282.4,2025-02-27,{},True
1434,1731,307,1692.24,2025-05-27,{},True
1435,1836,376,28362.68,2025-04-28,{},True
1436,1792,153,3800.51,2025-08-19,{},True
1437,612,256,18255.75,2025-08-05,{},True
1438,427,390,21977.67,2024-11-28,{},True
1439,1733,101,37776.57,2024-10-26,{},True
1440,1559,285,45360.08,2025-09-23,{},True
1441,1686,90,17475.07,2024-06-29,{},True
1442,855,479,14640.99,2023-10-31,{},True
1443,1041,182,27192.71,2023-10-31,{},True
1444,1864,160,49757.39,2025-09-25,{},True
1445,895,214,29198.67,2024-11-07,{},True
1446,1841,340,16196.75,2023-10-20,{},True
1447,1018,249,36159.52,2025-04-26,{},True
1448,659,61,28058.79,2025-03-19,{},True
1449,1765,188,47056.07,2024-04-20,{},True
1450,108,203,23224.76,2025-03-09,{},True
1451,1495,397,29074.46,2024-01-30,{},True
1452,1892,144,43222.07,2024-12-10,{},True
1453,137,51,18734.11,2024-05-23,{},True
1454,1314,3,15685.11,2024-04-23,{},True
1455,282,448,49886.92,2025-07-29,{},True
1456,679,212,25178.82,2025-03-14,{},True
1457,6,159,43635.48,2023-12-31,{},True
1458,870,135,18926.3,2025-09-12,{},True
1459,1251,256,30885.62,2025-02-08,{},True
1460,95,435,36487.57,2024-02-20,{},True
1461,97,403,38843.89,2025-10-18,{},True
1462,1411,204,20391.24,2025-08-08,{},True
1463,14,355,47601.52,2023-11-06,{},True
1464,799,113,25385.54,2024-12-16,{},True
1465,1602,420,41444.21,2025-02-25,{},True
1466,1034,191,1631.55,2025-06-06,{},True
1467,606,53,20905.61,2024-04-29,{},True
1468,1563,238,16545.48,2024-09-18,{},True
1469,1760,409,31500.7,2024-07-24,{},True
1470,334,15,31987.94,2024-04-20,{},True
1471,324,93,16764.76,2025-09-02,{},True
1472,226,95,38309.37,2024-08-12,{},True
1473,1666,115,28075.83,2024-01-31,{},True
1474,358,298,40859.95,2023-12-10,{},True
1475,1478,145,13309.45,2025-01-31,{},True
1476,1680,196,48954.24,2025-02-09,{},True
1477,1800,432,6764.03,2025-06-22,{},True
1478,1009,194,12211.87,2025-04-07,{},True
1479,1959,369,4841.4,2025-04-23,{},True
1480,1785,151,25599.17,2024-11-14,{},True
1481,540,303,42657.24,2025-07-24,{},True
1482,1291,47,15789.98,2024-11-11,{},True
1483,200,68,33662.63,2023-10-24,{},True
1484,1942,169,13826.14,2025-08-02,{},True
1485,1544,413,28037.26,2025-03-21,{},True
1486,493,374,49242.55,2025-04-29,{},True
1487,642,115,44883.43,2025-02-04,{},True
1488,1773,117,16608.26,2025-07-13,{},True
1489,1769,339,14699.99,2025-02-05,{},True
1490,1248,322,41807.46,2025-10-14,{},True
1491,1398,315,42174.48,2024-05-16,{},True
1492,137,222,29539.96,2024-03-27,{},True
1493,457,484,17441.47,2024-09-22,{},True
1494,1561,331,32404.7,2024-12-16,{},True
1495,1459,174,7200.48,2025-04-30,{},True
1496,1127,367,23700.38,2023-10-22,{},True
1497,1392,165,4004.43,2024-02-11,{},True
1498,15,293,34665.53,2025-04-21,{},True
1499,135,281,4536.25,2025-01-23,{},True
1500,1367,155,37715.51,2023-11-15,{},True
