id,ie_committee_id,amount,date,race_id,candidate_name,purpose,raw,created_at,is_fake
1048,474,63410.21,2024-10-03,96,Timothy Buchanan,Land painting international who hundred every far.,{},2025-02-13 13:49:33,True
1049,411,37328.58,2024-06-19,64,Kimberly Townsend,Work off nice after.,{},2023-11-01 17:51:00,True
1050,218,60867.51,2024-11-20,77,Sean Mcgee,Laugh successful draw allow long.,{},2024-07-22 16:52:15,True
1051,469,46238.0,2024-09-18,21,Nichole Conley,Go break from deal coach money thousand.,{},2024-05-16 13:14:48,True
1052,289,37775.61,2025-03-21,95,Joshua Barrett,Attention whole everyone inside visit main.,{},2023-12-29 15:27:52,True
1053,210,22735.41,2024-02-02,92,David Vasquez,Its get traditional financial like.,{},2024-01-31 04:34:42,True
1054,244,21922.16,2025-10-11,34,Mark Branch,Approach no accept.,{},2024-08-26 04:44:47,True
1055,486,22913.36,2024-09-05,97,Patty Armstrong,Lot hair writer girl opportunity attention street.,{},2025-05-23 18:36:59,True
1056,22,19146.45,2025-03-27,82,Alexandra Williams,Yes doctor door add.,{},2025-08-21 04:24:50,True
1057,316,7976.76,2025-02-13,86,Nicholas Anderson,Until read drive some green you fill action.,{},2025-07-05 07:38:04,True
1058,21,32713.83,2024-12-19,52,Brandon Munoz,Thousand focus building entire wall model.,{},2024-10-23 04:22:17,True
1059,392,32182.36,2024-01-26,14,Samantha Vargas,Education good hold cell manager think again surface.,{},2025-02-19 14:33:36,True
1060,474,93647.87,2025-02-18,9,Melissa Griffin,Loss claim even wrong we good large.,{},2023-10-30 11:32:10,True
1061,351,23433.99,2025-06-21,25,Jenny Williams,Drug role visit.,{},2025-08-24 03:45:16,True
1062,11,89289.03,2025-08-31,51,Brandi Molina,Successful serve in sort.,{},2024-01-01 20:27:42,True
1063,266,65222.54,2025-08-27,30,Bruce Morse,Past successful tend add understand.,{},2024-03-10 19:07:19,True
1064,77,94937.55,2024-01-27,100,Elizabeth Freeman,Nature particular chair find degree into.,{},2024-09-21 20:46:43,True
1065,260,44451.39,2024-04-13,89,Paige Crawford,Give without reason start more.,{},2024-06-28 15:15:05,True
1066,281,8676.37,2023-11-04,82,Timothy Middleton,Each white time third dinner tree.,{},2024-06-15 03:24:38,True
1067,384,43202.28,2025-09-28,46,Nancy Martinez,Weight paper throughout.,{},2024-10-11 17:44:15,True
1068,415,72125.6,2024-08-08,12,Melissa Lawson,Friend enjoy voice fill.,{},2024-05-04 18:55:42,True
1069,299,10417.11,2025-03-06,1,Ryan Clark,Grow ahead huge enter several court.,{},2023-12-01 11:31:25,True
1070,82,68102.75,2024-07-06,24,Lisa Henderson,No participant pick where huge short.,{},2025-10-13 09:56:16,True
1071,444,23850.56,2025-09-21,96,Tonya Fritz,Tend should scene by wait we low student.,{},2024-07-15 01:04:08,True
1072,124,44199.51,2025-01-13,94,Joshua Webb,Personal physical theory.,{},2024-09-16 14:50:33,True
1073,339,21580.58,2023-12-28,32,Joseph Burnett,Next ten difficult direction spring hit.,{},2025-09-21 03:23:08,True
1074,274,4621.39,2024-03-31,28,Amber Wu,Yet thought too pressure.,{},2024-01-29 09:30:00,True
1075,497,7617.0,2023-12-14,34,Vanessa Mayo,Something church offer actually believe.,{},2025-09-02 17:58:44,True
1076,99,28795.55,2024-02-22,25,James Huerta,Drug recently sound yes.,{},2025-03-19 04:58:18,True
1077,177,85962.82,2023-12-27,62,Christina Ray,Model news adult measure government in.,{},2024-07-13 14:57:27,True
1078,367,12020.04,2024-01-30,56,Michael Reid,Whom item race three voice.,{},2025-03-25 09:06:59,True
1079,384,56197.62,2025-09-22,53,Destiny Powers,View door only pressure usually.,{},2025-03-21 06:49:26,True
1080,64,6631.42,2025-03-09,95,Debbie Krueger,Hand better pattern central approach.,{},2024-08-31 03:59:45,True
1081,147,46180.51,2025-09-16,22,James Calhoun,Record section put new who meet.,{},2024-11-15 18:46:11,True
1082,13,44578.9,2024-02-26,33,James Stevens,Chance certain theory also operation someone young.,{},2024-12-06 05:46:29,True
1083,237,53913.9,2025-05-26,97,Chelsea Schmidt,News director whole hospital.,{},2023-12-15 18:24:18,True
1084,118,73325.28,2025-07-20,40,Nicholas Allen,Anyone reflect source protect.,{},2024-06-13 00:42:26,True
1085,62,28128.99,2024-02-03,42,Emily Wood,Computer decide woman paper change eight agent by.,{},2023-10-30 10:16:20,True
1086,478,34964.04,2024-10-20,54,Erica Shields,Media serve explain first wide industry product.,{},2025-09-27 22:56:41,True
1087,446,30601.36,2025-03-22,25,Michele Parker,Heavy first book research either.,{},2024-07-15 03:13:05,True
1088,33,65225.53,2025-08-21,100,Sara Wolf,Exactly show magazine family arm film fight run.,{},2024-07-31 03:16:55,True
1089,203,51234.39,2025-02-06,42,Sandra Jordan,Strategy establish institution lot animal color.,{},2024-10-31 21:25:49,True
1090,304,17694.73,2024-06-17,52,Felicia Gallegos,Name side court part how.,{},2024-03-31 08:01:50,True
1091,119,47394.53,2024-07-25,93,Noah Barrett,Allow government now wide environment cell.,{},2024-07-11 02:44:03,True
1092,10,1478.04,2024-01-06,83,Raymond Estes,Between somebody guess tell.,{},2024-02-20 00:15:28,True
1093,268,88812.27,2025-10-14,35,Hannah Stewart,Rest just rise matter treatment forward test.,{},2024-05-02 13:33:49,True
1094,115,54927.0,2023-12-04,6,Leslie Parker,Beyond girl player laugh.,{},2025-07-07 05:43:14,True
1095,64,29891.5,2025-07-05,86,Kelly Andersen,Kitchen else moment win along assume much.,{},2025-05-16 00:10:51,True
1096,188,47444.86,2024-08-21,95,James Brown,Ahead into management since be them hot.,{},2024-05-16 18:02:22,True
1097,456,10494.51,2023-12-13,48,Pamela Baker,Education follow weight behavior main provide because.,{},2024-03-30 03:22:43,True
1098,462,43413.56,2024-05-15,67,Lisa Nelson,Interesting discover none management improve.,{},2024-05-27 17:28:45,True
1099,272,96801.06,2024-04-30,87,Aaron Wilson,Sort give level data throw him run.,{},2025-08-19 18:03:49,True
1100,406,94405.52,2024-03-10,9,Mark Taylor,Record worry lay pull improve certainly business trouble.,{},2024-10-15 16:53:33,True
1101,261,68410.36,2025-06-12,5,James Merritt,Drop set hour protect full company maybe.,{},2024-03-29 20:44:08,True
1102,385,94992.3,2025-06-05,17,Shawn Hall,Investment see similar where.,{},2024-12-24 00:14:59,True
1103,145,28504.84,2025-05-02,52,Haley Morrison,Term in couple ahead.,{},2024-07-29 17:09:20,True
1104,413,71588.6,2024-04-12,72,Daniel Miller,Around explain every seem phone building live.,{},2024-05-25 14:25:10,True
1105,270,78196.68,2023-12-21,56,Alexis Nelson,Them how issue window.,{},2024-08-15 23:50:39,True
1106,34,46782.11,2025-07-29,34,April Smith,Age southern network actually throughout fast.,{},2023-12-11 19:31:58,True
1107,355,37815.57,2023-11-28,70,James Wade,Involve at recognize.,{},2024-01-09 01:31:44,True
1108,235,21831.25,2024-12-22,56,Amy Lopez,Put share never can current information family front.,{},2024-12-08 03:40:17,True
1109,428,20241.54,2023-10-27,34,Benjamin Bennett,Born east interesting mind security media color your.,{},2024-01-08 03:45:30,True
1110,289,19595.16,2024-08-01,12,Raymond Gonzalez,Later method commercial economic can money.,{},2024-02-18 20:15:03,True
1111,265,8629.89,2024-07-04,58,Erica Maynard,Notice seat government story fear build effort.,{},2025-10-17 00:46:53,True
1112,467,13456.27,2025-07-24,20,Charles Johnson,Place item ever the season program.,{},2025-09-03 20:04:52,True
1113,302,73839.72,2025-01-14,67,Jonathan Cohen DDS,Blue actually enough visit door another.,{},2024-12-23 11:39:21,True
1114,382,99563.4,2024-12-14,40,Rachel Bailey,Form hospital war front physical along east.,{},2025-06-07 11:00:45,True
1115,174,774.85,2023-11-24,30,Crystal Simmons,Shoulder from add Mr exist.,{},2025-02-11 16:41:11,True
1116,2,77645.5,2024-08-22,83,Erica Johnson,Born situation involve decade camera treat also.,{},2024-04-05 00:58:22,True
1117,269,78732.74,2025-05-04,30,Michael Gonzales,Quickly he which.,{},2025-06-05 09:37:19,True
1118,142,56811.84,2024-12-21,84,Larry Ferrell,Interest hit together process low black sell.,{},2025-02-17 03:35:56,True
1119,42,40243.92,2025-03-09,63,Hector Lester,Pretty management somebody key.,{},2025-01-26 13:37:51,True
1120,212,25581.67,2025-09-24,24,Kurt Klein,Both win serve least man southern although.,{},2024-09-03 17:44:41,True
1121,372,47780.0,2024-03-02,72,John Benson,During environmental quality customer technology.,{},2025-07-04 10:17:31,True
1122,354,97389.96,2024-04-19,72,Sharon Graves,He Congress Mr against where.,{},2025-07-23 06:49:16,True
1123,415,9666.38,2024-07-15,30,Samantha Burgess,Investment product education commercial good ten television hot.,{},2025-08-29 18:09:05,True
1124,475,72833.17,2024-08-26,84,Regina Warren,Receive discover treatment oil vote nor minute.,{},2025-07-17 23:42:32,True
1125,68,88816.37,2025-04-09,21,Caitlin Lin,Modern partner within reality structure sing meeting.,{},2024-03-27 02:16:45,True
1126,326,48789.49,2025-02-05,90,Shari Reeves,Boy summer little responsibility evidence weight data economy.,{},2024-09-19 13:07:17,True
1127,400,55883.79,2025-05-20,72,Tracy Thornton,Possible special attorney suddenly into seven radio.,{},2024-02-26 07:56:56,True
1128,39,36441.49,2024-07-24,27,Michael Robertson,Knowledge during site without.,{},2024-05-28 19:58:31,True
1129,338,58005.98,2025-10-04,47,Regina Spence,International safe finish.,{},2024-07-15 07:15:04,True
1130,353,50434.92,2025-05-29,32,Daniel Peterson,Nearly life certainly spring the go machine.,{},2024-10-23 03:48:06,True
1131,18,93259.14,2024-02-14,12,Steven Torres,Day last soon nature offer.,{},2025-10-18 04:21:06,True
1132,103,39812.77,2025-04-13,9,Jeremy Owen,Expect person throughout language.,{},2024-01-14 22:09:47,True
1133,209,5230.17,2024-06-26,31,Vanessa Middleton,Simple into anyone low what.,{},2024-06-04 00:34:41,True
1134,126,50415.42,2023-12-21,10,Mary Alvarez,Several learn care.,{},2025-09-09 04:34:40,True
1135,468,72624.65,2024-02-13,98,Lauren Henderson,No hear century quality avoid throughout education front.,{},2025-06-16 17:37:05,True
1136,267,45562.16,2025-01-08,2,Marcus Hawkins,Race who skin quickly.,{},2025-06-06 13:58:36,True
1137,80,51138.92,2025-02-02,40,Casey White,All shoulder such stay couple four recently.,{},2024-04-07 20:26:25,True
1138,307,99410.41,2024-02-24,61,Carmen Alvarado,Head bag hold relate describe.,{},2025-09-18 02:57:26,True
1139,82,41422.37,2024-06-04,89,Shawn Nelson,Why require environmental young manage ever century movement.,{},2025-02-01 10:24:30,True
1140,352,25162.45,2024-05-15,66,Mark Cooper,Finally option catch.,{},2025-03-12 20:59:20,True
1141,37,479.69,2025-06-19,89,Emily Davis,Successful worry do region career significant doctor.,{},2025-06-25 09:27:02,True
1142,16,24893.3,2024-01-26,12,Wanda Clay,Cost military although necessary main.,{},2024-05-23 15:34:50,True
1143,214,48129.13,2023-11-07,10,Sheila Davis,Grow energy property environment.,{},2024-05-02 03:09:12,True
1144,89,53155.47,2025-01-28,86,Amanda Petersen,Hospital resource official also.,{},2024-04-04 09:22:45,True
1145,125,44478.53,2023-11-06,82,Michele Drake,She event yourself end school leader mouth.,{},2025-02-01 12:41:01,True
1146,114,60213.56,2025-10-12,70,Andrea Velazquez,Program entire north somebody three those until.,{},2024-08-03 21:01:29,True
1147,169,90580.16,2025-01-18,73,Brian Dudley,Miss value position bad.,{},2023-12-17 14:14:18,True
1148,115,94182.6,2024-09-12,8,Diane Hayes,Data size style anything east as.,{},2025-04-23 23:08:05,True
1149,398,55660.13,2024-06-23,20,Kimberly Kelly,Design bar financial event decision half.,{},2024-05-29 08:13:11,True
1150,495,96011.77,2025-10-18,24,Matthew Warren,Rather plan within return listen sign.,{},2024-05-26 04:25:21,True
1151,404,44859.04,2025-02-16,67,Kevin Phillips,People consumer before room guy administration.,{},2023-10-29 06:27:33,True
1152,50,27462.1,2025-01-23,74,Cheyenne Carroll,Section politics instead seat reality.,{},2024-02-27 12:52:32,True
1153,179,25067.76,2025-08-16,41,Valerie Houston,I modern range road month.,{},2025-02-26 21:39:47,True
1154,126,82770.76,2025-06-15,54,Richard Lynch,While somebody public herself miss.,{},2025-02-27 03:47:07,True
1155,303,51706.61,2024-09-10,20,Desiree Harris,Hope last floor above father value born.,{},2024-12-27 07:44:09,True
1156,125,94647.56,2024-07-18,100,Nathan Andrade,Material sound two child check music couple.,{},2025-08-14 13:55:02,True
1157,90,4369.48,2025-07-23,22,Lee Alvarado,Or task local attack artist over.,{},2025-07-13 09:27:48,True
1158,324,30121.16,2024-07-22,66,Mary Key DVM,Skin world for teacher.,{},2024-04-18 15:44:29,True
1159,213,10003.38,2024-06-22,87,Kelsey Smith,Entire to trip hit always contain court enjoy.,{},2024-02-02 07:27:34,True
1160,44,34131.98,2024-07-17,87,Barbara Schmidt,Hard break necessary all.,{},2024-01-01 03:10:24,True
1161,426,78830.16,2025-09-24,97,Adam Moreno,Rock brother lot today international yard.,{},2025-04-15 19:33:34,True
1162,82,23196.77,2024-12-03,7,Sarah Oconnor,Bar history compare today find record scene economy.,{},2024-07-07 12:40:22,True
1163,419,69532.48,2024-03-19,64,Stephen Rivera,Development seat test owner certain.,{},2024-01-06 17:15:42,True
1164,283,3032.92,2024-12-05,87,Teresa Wood,Appear carry early fact question sell.,{},2025-01-29 19:41:52,True
1165,295,28015.9,2025-04-10,63,Jeffrey Brown,Usually candidate sport support try decision guy card.,{},2024-10-01 15:08:09,True
1166,20,99497.77,2024-02-19,36,Alexis Lucas,Middle draw let system animal.,{},2024-08-13 08:18:50,True
1167,361,98364.11,2025-09-07,20,Wayne Burton,Customer describe detail team.,{},2025-03-30 18:43:58,True
1168,288,88748.87,2023-11-21,1,Shane Martin,Behind size alone drop as example everything.,{},2025-07-26 00:28:05,True
1169,131,29555.91,2024-09-04,14,Roy Levy PhD,Car future perform common official eight.,{},2025-02-16 14:08:26,True
1170,455,86410.89,2024-02-05,5,Craig Fletcher,Her evening technology turn run education.,{},2025-04-06 06:07:20,True
1171,288,20234.45,2025-07-12,54,Catherine Ferguson,If consider sure only it article become somebody.,{},2024-09-27 23:22:51,True
1172,66,28568.32,2024-07-06,58,Daniel Wilson,Country picture moment dinner sport inside.,{},2024-03-13 16:21:12,True
1173,158,50428.71,2023-12-19,52,Laurie Martinez,Run take four theory.,{},2025-07-16 16:14:28,True
1174,96,21485.28,2025-06-11,58,Charles Turner,Structure have order participant table hit great.,{},2024-12-26 08:50:04,True
1175,279,64689.38,2025-08-13,72,Heather Lewis,About tough quickly west produce stage south.,{},2023-12-01 10:00:05,True
1176,218,70293.29,2024-09-21,62,Michael Lowery,Fall detail trade mother whole tell pick.,{},2024-06-03 11:27:35,True
1177,475,22214.39,2025-04-03,17,Evan Harris,Experience last huge sometimes serve several party.,{},2024-07-21 01:06:30,True
1178,409,45265.01,2025-01-26,53,Joshua Jones,Very across friend doctor itself notice such grow.,{},2024-01-27 19:20:31,True
1179,13,70379.38,2024-08-09,98,Anthony Hopkins,Boy agent carry might.,{},2025-09-13 12:38:09,True
1180,97,61160.94,2025-07-13,84,Jessica Howard,Test most teach wrong against recently institution political.,{},2023-11-23 15:21:46,True
1181,352,33249.3,2025-03-01,9,Monica Berger,Admit environment while weight visit road.,{},2024-11-03 22:16:27,True
1182,362,24093.86,2024-04-22,72,Jennifer Brown MD,Become nor day building bring future the.,{},2025-04-29 08:05:30,True
1183,292,85995.25,2024-05-05,7,Eric Smith,Stage part itself election no.,{},2025-02-12 17:22:22,True
1184,219,36037.4,2025-03-31,61,Curtis Olson,World anyone marriage trial company member.,{},2025-06-29 06:30:08,True
1185,150,7537.85,2024-05-06,53,Shawn Ramirez,Under control short night own.,{},2024-08-19 12:12:45,True
1186,304,54923.14,2023-12-27,83,Rose Williams,Ground idea possible knowledge us.,{},2023-12-02 03:51:24,True
1187,113,95808.45,2025-04-15,54,Roberto Edwards,Analysis defense school himself audience act.,{},2024-11-17 15:53:32,True
1188,208,93155.79,2024-07-11,32,Jeffery Holden,Image team country.,{},2025-08-15 22:18:44,True
1189,346,24734.35,2024-10-23,95,Perry Reed,Economy hotel mother people.,{},2025-03-18 01:33:46,True
1190,428,83295.92,2025-07-16,54,Jessica Thornton,Would head team scientist couple.,{},2024-07-15 19:29:05,True
1191,400,8653.71,2024-12-15,65,Keith Parker,Admit record attention again.,{},2024-07-23 07:17:59,True
1192,140,35419.2,2024-08-13,44,Ashley Snyder,Star crime carry available challenge.,{},2025-09-26 08:52:55,True
1193,247,45343.38,2025-05-13,92,Debra Serrano,Perform day feeling Mr defense.,{},2025-10-11 17:47:19,True
1194,254,88930.67,2025-07-31,47,Dana Chapman,Else process environmental up often.,{},2024-09-10 07:32:32,True
1195,289,13895.8,2024-12-04,79,Sean Carter,Threat traditional news.,{},2025-06-21 17:46:45,True
1196,142,96457.41,2025-01-25,65,Jessica Leblanc,Television cause suddenly west guy listen.,{},2023-12-06 06:07:33,True
1197,120,41458.45,2025-01-03,69,Tara Perry,Large firm specific same.,{},2025-03-08 02:33:48,True
1198,499,68145.97,2024-12-18,66,Samantha Lee,Feel too customer.,{},2025-05-30 16:43:42,True
1199,467,69815.9,2024-02-03,57,Andrew Chase,Local hotel visit inside under wonder smile.,{},2024-10-05 06:45:06,True
1200,150,31274.26,2025-06-26,73,Faith Harrison,Whatever walk address us education performance.,{},2024-07-29 05:14:32,True
1201,463,16703.04,2024-10-04,98,Daniel Smith,Understand action continue scene free anything clear deep.,{},2023-12-29 12:32:43,True
1202,318,88680.17,2025-04-05,49,Thomas Combs,Discuss them always whether class create.,{},2024-05-20 07:07:42,True
1203,20,28276.58,2024-02-01,35,Steven Hernandez,Matter popular end including more.,{},2025-08-23 02:05:34,True
1204,137,32506.99,2024-06-24,24,Kenneth Lewis,Feeling computer focus focus.,{},2023-12-22 21:57:08,True
1205,180,83277.16,2025-06-27,50,Sarah Gonzalez,Six late gun perhaps.,{},2024-04-22 00:57:23,True
1206,255,64079.13,2024-11-25,20,Felicia Swanson,Could south cup nature point.,{},2024-12-24 06:50:36,True
1207,62,98610.83,2025-09-05,67,Douglas Murray,End allow fight soon news.,{},2025-06-03 12:07:31,True
1208,89,61823.1,2024-03-18,76,Ashley Robbins,Huge rise fund today bar energy.,{},2024-02-08 11:55:03,True
1209,285,54701.07,2024-12-25,10,Stacey Nguyen,Head right rule very direction range market.,{},2023-11-24 03:51:45,True
1210,468,39856.56,2025-07-06,14,Jennifer Glass,Your among media consider so.,{},2024-12-11 19:20:45,True
1211,371,436.44,2024-03-11,30,Brittany Pearson,Recent pay end.,{},2025-01-09 01:14:40,True
1212,225,72104.77,2024-11-23,27,Brett Costa,Policy once stop business behind.,{},2025-08-26 01:45:39,True
1213,392,16268.66,2025-02-11,38,Edward Wise,Stuff against section would this body.,{},2025-08-17 23:16:55,True
1214,2,22357.07,2024-02-08,66,Michael Edwards MD,Note outside natural anyone happy.,{},2024-06-08 04:24:08,True
1215,420,72650.97,2025-08-02,4,Gregory Martin,Case another road policy.,{},2024-02-19 00:21:02,True
1216,156,21465.7,2024-08-01,33,Kelly Massey,Will anything manage have people poor allow.,{},2024-09-14 19:08:50,True
1217,47,62551.11,2024-07-21,56,William Campbell,Station walk benefit them second single.,{},2024-04-17 21:52:17,True
1218,313,89204.23,2024-08-24,71,William Allen,Several reality audience their yeah debate.,{},2024-09-24 08:27:54,True
1219,481,1059.75,2024-06-21,94,Stephanie Stanley,Town decide available happen.,{},2025-01-08 13:58:33,True
1220,193,31950.53,2025-09-28,16,Jeffery Raymond,Question grow have hotel manage.,{},2024-12-24 20:04:35,True
1221,8,52448.53,2024-05-02,100,Keith Allen,Short line knowledge do.,{},2025-07-09 06:02:00,True
1222,437,10257.16,2024-03-31,76,Christopher Wilson II,Report join media business voice draw whatever stop.,{},2024-06-27 17:33:30,True
1223,237,91802.37,2024-09-07,1,Elizabeth Todd,According walk section since behind security.,{},2025-08-12 12:02:01,True
1224,444,49653.12,2025-08-20,93,Daniel Mckay,Or ground baby phone them.,{},2025-06-26 18:07:51,True
1225,383,50293.59,2023-12-07,80,Jeremy Boyd,School poor billion.,{},2024-09-21 02:28:44,True
1226,405,20741.82,2024-03-16,11,Charles Bates,Arrive debate government sometimes forget box choose force.,{},2025-01-17 08:15:03,True
1227,121,12877.72,2025-08-11,39,Ronald Torres,Economic significant soldier fish front town.,{},2025-10-01 20:29:08,True
1228,17,16730.15,2024-10-13,61,Sean Kane,Different office sense chair herself statement human.,{},2024-10-02 13:33:21,True
1229,407,36777.48,2025-03-17,38,Paul Mcpherson,Important especially mouth fly.,{},2024-08-21 07:34:11,True
1230,93,35960.68,2025-08-26,6,Emily Lambert,Kid billion firm side approach onto follow.,{},2025-08-30 03:55:23,True
1231,34,88746.36,2025-10-14,52,Stephanie Hubbard,Television likely bad yet pretty eat.,{},2024-07-12 23:25:37,True
1232,192,44886.11,2024-06-28,47,Dylan Rodriguez,Single firm send especially.,{},2024-10-29 04:21:21,True
1233,164,47530.36,2025-06-17,67,Jeffery Fleming,Audience subject because ability father.,{},2024-11-03 04:41:39,True
1234,194,21297.61,2024-01-08,20,Frederick Flynn,Later pull authority also good this.,{},2025-04-12 01:37:27,True
1235,285,7217.06,2025-07-15,2,Kyle Snyder,Suddenly response able figure standard.,{},2025-02-05 00:11:15,True
1236,351,90668.09,2024-04-28,64,Willie Charles,Development PM area total.,{},2024-11-20 21:21:24,True
1237,343,74846.69,2024-07-13,1,Timothy Williams,Development recent very window.,{},2024-02-28 05:42:09,True
1238,402,34154.04,2025-08-06,8,Tara Richardson,Outside guess democratic security.,{},2025-08-25 17:09:17,True
1239,447,88928.06,2024-11-22,41,Timothy James,Art practice threat second nature door.,{},2024-09-18 04:41:08,True
1240,246,21097.05,2024-02-11,92,Deborah Sparks,Bring painting fill accept.,{},2025-07-30 20:51:07,True
1241,321,76335.21,2024-12-17,37,Lisa Brennan,Apply effect dark offer two personal standard.,{},2025-01-26 03:57:05,True
1242,60,5174.26,2025-08-03,52,Michele Hall,Number song direction standard prove onto every head.,{},2024-07-20 01:46:55,True
1243,4,77903.25,2025-04-14,96,Calvin Kirk,Among weight development its with.,{},2024-01-24 19:57:47,True
1244,221,92817.99,2025-02-21,15,Michael Powers,Democrat prepare dinner interview.,{},2024-08-01 14:41:06,True
1245,209,87872.51,2024-05-04,87,Destiny Clark,Use shake director sometimes thank national.,{},2024-09-02 06:44:46,True
1246,442,6777.18,2023-12-02,44,Martin Cox,Number save time occur safe beautiful.,{},2025-03-27 08:24:52,True
1247,100,98344.1,2025-09-27,57,Stephanie Ball,Analysis modern push piece.,{},2024-07-26 13:27:31,True
1248,194,40646.91,2025-06-06,89,Jenny Bailey,Up himself already suddenly.,{},2024-10-01 02:01:07,True
1249,85,29398.96,2025-03-31,89,Timothy Fleming,Simple middle care.,{},2024-02-14 00:56:46,True
1250,192,37722.76,2024-12-25,60,Brandon Kirby,Go price real television again organization.,{},2024-04-23 01:09:47,True
1251,360,59028.13,2024-09-26,66,Michael Pena,Physical office remember teacher contain couple guy woman.,{},2025-02-03 23:19:03,True
1252,44,29405.84,2024-11-08,30,Jennifer Wilcox,Until especially clearly laugh.,{},2025-08-31 12:56:30,True
1253,389,69078.31,2025-08-28,50,Joseph Hill,Thousand operation look next building through.,{},2024-04-20 09:44:49,True
1254,444,62018.14,2024-05-08,58,Dawn Ballard,Issue local first east.,{},2025-05-30 21:53:41,True
1255,169,45871.25,2025-01-18,47,Gloria Phillips,Process risk opportunity on throughout source interview.,{},2025-09-18 15:58:47,True
1256,135,39380.56,2023-12-14,3,Jennifer Murphy,View carry factor magazine all.,{},2025-04-29 19:28:13,True
1257,197,55703.78,2024-12-22,35,Michelle Williamson,Teach claim man surface beyond loss usually.,{},2024-09-18 01:46:37,True
1258,397,99952.07,2025-04-01,54,Grace Townsend,Worry produce usually claim.,{},2024-07-11 12:38:24,True
1259,11,37334.91,2025-05-02,31,Rachel Hill,About similar apply wish budget.,{},2025-05-09 02:48:14,True
1260,446,52536.6,2025-06-27,21,Tammy Sanchez,Lot bar ago whether film series.,{},2024-04-08 21:32:38,True
1261,417,63001.76,2025-05-26,78,Andrea Taylor,And kid available word term end increase.,{},2024-09-04 12:55:19,True
1262,361,58923.2,2024-11-30,56,Victor Hill,Part movie chair customer under wife contain.,{},2023-11-15 09:32:41,True
1263,302,40085.57,2024-01-27,93,Eric Gonzalez,Always fact laugh sport PM cell thought.,{},2025-04-30 11:37:55,True
1264,26,54718.82,2024-06-29,93,Jasmin Mitchell,Tax executive article more north concern us.,{},2024-10-27 05:13:05,True
1265,417,68582.26,2025-08-10,66,Steven Norton,Reason own purpose seem condition city.,{},2024-10-17 21:35:06,True
1266,239,75804.06,2024-12-07,67,Barbara Black,Agreement buy individual under baby.,{},2023-12-05 19:57:20,True
1267,285,3716.11,2025-02-21,14,Zachary Phillips,Foot at allow discussion shake article reveal.,{},2025-03-27 15:04:41,True
1268,149,63978.54,2024-06-05,25,Mrs. Rachael Love,Bed spring want wonder available.,{},2024-09-13 05:27:49,True
1269,215,98114.73,2024-07-06,40,Sarah Perez,Themselves something film put at about particularly.,{},2024-05-12 08:11:34,True
1270,270,44546.75,2023-11-21,43,Martha Green,Bill value name.,{},2025-07-22 18:58:58,True
1271,54,13897.55,2025-05-27,96,Scott Brooks,Movie measure person far federal program.,{},2025-05-01 14:40:41,True
1272,200,12181.88,2025-01-12,73,Jennifer Payne,Partner almost the edge tough large investment development.,{},2024-07-18 10:54:22,True
1273,451,24189.25,2024-01-02,58,Maria Martin,Either vote establish design probably.,{},2025-08-22 14:30:21,True
1274,314,5746.67,2024-06-28,22,Jordan Quinn,Score happy father against.,{},2024-12-31 04:42:51,True
1275,81,65529.97,2023-10-29,78,Charles Oliver,News job not show spend whole international.,{},2024-07-22 08:20:11,True
1276,107,87929.47,2023-10-25,77,Ashley Murphy,Realize instead deal can.,{},2025-08-06 15:43:35,True
1277,332,68815.85,2024-01-07,38,Jesse Mitchell,Practice remain report no behind.,{},2025-03-24 15:36:45,True
1278,111,94380.97,2023-12-11,9,Scott Mccormick,Since fall mother activity rise by probably.,{},2025-06-10 15:51:34,True
1279,352,16416.22,2024-05-16,26,Danielle Ward,Agree leave your claim.,{},2024-05-02 22:14:34,True
1280,141,99363.99,2023-12-28,92,Jay Blair,White yet produce become include.,{},2024-11-07 13:37:39,True
1281,166,33102.85,2025-09-27,57,Kevin Jones,More item director there.,{},2023-12-03 15:40:09,True
1282,311,61121.96,2024-09-09,4,Nathan Lowe,Then certain six beat culture.,{},2024-10-29 05:10:45,True
1283,471,4187.92,2024-08-05,24,Cody Campbell,Total admit contain.,{},2025-07-22 10:50:36,True
1284,176,40167.42,2024-01-28,97,Peggy Gomez,Trade shoulder stuff me light billion blood two.,{},2024-01-30 20:59:53,True
1285,286,48562.84,2025-10-12,32,Craig Ellis,Remain sign lead when whom.,{},2023-12-19 13:44:51,True
1286,30,38220.84,2025-09-05,27,Brandi Black,Opportunity account local.,{},2025-01-18 04:28:27,True
1287,482,41967.84,2024-02-09,58,Connie Espinoza,Write front season usually staff all.,{},2024-08-27 23:01:43,True
1288,443,52735.41,2025-06-28,26,Kimberly Grant,Thank party big boy.,{},2024-04-04 18:48:31,True
1289,227,69809.35,2024-03-03,83,Andrew Aguirre,After summer very.,{},2024-03-05 05:38:43,True
1290,349,37091.95,2023-10-22,7,Beverly Sharp,Tree type mean yourself.,{},2025-10-07 09:48:38,True
1291,146,9994.46,2024-12-27,52,Lynn Campos,Heavy fact knowledge prevent chance eat ready.,{},2025-03-20 08:07:38,True
1292,249,45597.63,2024-12-22,49,William Tate,Century term especially thank.,{},2024-03-02 17:03:13,True
1293,250,60659.97,2024-07-11,75,Maureen Soto,Some still class should reason recognize leader suddenly.,{},2025-01-14 03:32:37,True
